Date,Time,SO4,NO3,NH4,OC,EC,CHL,Total,place
20180323,D,4.537665842,1.122554531,1.766584214,6.186659168,1.869160855,0.040701597,23.68181818,竹山
20180323,N,4.780284232,1.935935033,2.000451162,7.071332582,1.952532131,0.125197383,25.45454545,竹山
20180324,D,5.848730052,2.80939537,2.729377388,6.937840397,1.714675383,0.133737919,27.45454545,竹山
20180324,N,7.012384598,5.291600991,3.893717631,8.725753548,2.056219869,0.162350822,32.68181818,竹山
20180325,D,8.820720721,3.94954955,4.212387387,6.020575152,1.524861829,0.235585586,31,竹山
20180325,N,10.15417511,6.867882062,6.289444069,9.3616,1.840764045,0.385550304,37.59090909,竹山
20180326,D,11.67861976,4.440685611,5.796571944,5.663957677,1.9494552,0.180423996,36.09090909,竹山
20180326,N,10.27671541,8.308211474,6.932058493,9.276456322,2.627891309,0.401349831,41.22727273,竹山
20180327,D,13.0344517,3.723260527,6.128349471,7.745132823,1.923111211,0.162801171,35.81818182,竹山
20180327,N,7.661043635,3.228744939,4.004723347,6.943870533,1.867480333,0.22717049,25.45454545,竹山
20180328,D,8.332208727,1.959964013,3.734817814,8.234154263,1.926580965,0.14080072,27,竹山
20180328,N,9.505279712,5.109638284,5.490676253,6.00707913,1.573907196,0.213210514,30.72727273,竹山
20180329,D,13.10112613,6.334234234,7.121846847,6.976802168,1.95561879,0.33963964,37.86363636,竹山
20180329,N,11.06325707,7.685060565,6.962090624,6.826385461,1.837873009,0.588156124,36.27272727,竹山
20180330,D,9.897637795,3.20832396,4.419572553,7.463750282,2.347257156,0.127559055,29.31818182,竹山
20180330,N,9.930049483,6.465362123,5.972109762,10.32761285,2.601612396,0.249212776,32.81818182,竹山
20180331,D,11.84090909,4.062331233,5.522952295,8.15681931,1.900618092,0.25810081,32.04545455,竹山
20180331,N,10.09389039,3.740790656,4.58490566,NA,NA,0.329514825,28.04545455,竹山
20180312,D,4.563126191,3.62791198,2.392740795,8.108872259,1.529665558,0.120781855,21.95454545,埔里
20180312,N,5.79669616,8.182735066,4.778496004,8.866838512,1.933986958,0.268035881,35.05903724,埔里
20180313,D,6.151244589,4.905753968,3.536556037,6.932900649,1.793827441,0.124158249,28.04545455,埔里
20180313,N,6.994159557,9.340580375,5.781579672,9.153259364,2.06476721,0.219551723,38.46503179,埔里
20180314,D,6.221769938,5.050052766,3.950097995,8.49885629,1.995943523,0.100105533,31.56221617,埔里
20180314,N,7.147572548,8.359999389,5.401671786,11.62826652,3.03772131,0.203395529,42.09090909,埔里
20180315,D,6.009924507,4.871934522,3.72698528,10.73664184,2.780023333,0.154011407,34.19618529,埔里
20180315,N,,,,,,,,埔里
20180316,D,4.122970576,1.532281292,1.946124577,6.503277488,1.613595166,0.083981385,16.68181818,埔里
20180316,N,6.557157997,5.384355465,4.447004254,7.604928806,2.14497992,0.254649895,31.90909091,埔里
20180317,D,6.016341504,1.854563645,2.771537284,8.468910213,1.813609835,0.146285264,26.13636364,埔里
20180317,N,5.01726122,4.373916379,3.037054085,7.579007599,1.727687754,0.228154967,27.77272727,埔里
20180318,D,7.316126856,2.799809839,3.065268065,6.929441118,1.518339079,0.286621273,27.81818182,埔里
20180318,N,9.340920517,5.386443622,5.472218413,8.273868732,1.870894294,0.67370538,36.63636364,埔里
20180319,D,10.87891044,4.174862886,5.360020835,7.703209449,1.816335702,0.156570763,36.31818182,埔里
20180319,N,,,,,,,,埔里
20180320,D,,,,,,,,埔里
20180320,N,,,,,,,,埔里
20180321,D,2.227211632,1.139418377,1.021047165,4.558650333,1.164259617,0.07606305,11.12624886,埔里
20180321,N,3.225379738,1.684532226,1.516976083,4.291130414,1.360207376,0.107193359,16.48501362,埔里
20180322,D,4.146921946,1.72404384,1.920505707,6.489963996,1.666558656,0.109145482,21.81818182,埔里
20180322,N,4.687418818,5.45775455,3.501428812,7.982461759,1.987470071,0.172832714,29.15531335,埔里
20180323,D,3.945002804,0.488880804,1.384176937,7.07183052,1.526872499,0.047751148,24.72727273,埔里
20180323,N,4.27157345,1.54217526,1.829871865,6.663404882,1.42901936,0.099441307,25.54545455,埔里
20180324,D,4.564010475,1.455443322,1.746502058,5.71610957,1.635487441,0.137373737,24.31818182,埔里
20180324,N,6.077068471,3.22785196,3.05286263,9.675015274,1.811006232,0.13566246,30.18181818,埔里
20180325,D,7.656202746,2.217837053,3.498911268,8.023397041,1.932761635,0.15363213,30.60853769,埔里
20180325,N,11.88110948,7.779203324,7.272421799,7.114219114,1.6815427,0.358473851,43.77272727,埔里
20180326,D,11.49446634,2.872672918,5.317902493,6.551782353,1.686597437,0.154459392,34.45454545,埔里
20180326,N,10.99447092,5.863880743,6.242974096,7.034058899,1.628254375,0.290505865,36.54545455,埔里
20180327,D,10.76228214,1.477044999,4.451326896,6.490164806,1.76856991,0.129349608,30.72727273,埔里
20180327,N,8.940471791,2.544191919,4.241962306,5.004953146,1.251238286,0.130420054,26.63636364,埔里
20180328,D,7.23249401,0.689088799,2.806383075,5.66106808,1.59671151,0.055452587,22.18181818,埔里
20180328,N,7.708713642,2.468206158,3.599549714,7.31666208,1.9598202,0.155470366,27.42960945,埔里
20180329,D,10.11963715,1.771387034,4.168976118,6.48691322,1.508207324,0.123877455,29.70027248,埔里
20180329,N,11.53502737,7.270739687,6.800905116,8.133336397,2.111067194,0.276121457,40.50862852,埔里
20180330,D,9.839811756,3.374209994,4.244385115,7.788197767,2.076852738,0.119160746,30,埔里
20180330,N,8.862604869,4.534910375,4.997325754,8.642709091,2.071660606,0.214398142,34.40909091,埔里
20180331,D,9.251762154,1.770136755,3.779293933,7.096927609,1.766203704,0.201518164,28.09090909,埔里
20180331,N,9.418950451,5.779231673,4.651751537,7.198658247,1.698559811,0.342834485,33.04545455,埔里
20180312,D,7.145867393,10.3191644,5.521707539,7.468003636,1.042541818,0.881562216,43.59673025,二林
20180312,N,8.371480472,18.08410536,9.744959128,8.013903724,2.168217984,1.852316076,57.58401453,二林
20180313,D,8.022888283,16.41943688,8.267938238,7.896990009,1.392336058,0.070299728,49.36421435,二林
20180313,N,8.684468665,23.04141689,11.42615804,17.74448727,2.436143636,1.3582198,77.70208901,二林
20180314,D,8.21071753,18.29990917,8.821071753,9.882870909,1.63828,0.11462307,54.40508629,二林
20180314,N,9.086830154,24.77238874,11.84722979,19.71255091,2.595716364,1.172752044,86.73932788,二林
20180315,D,7.768574024,12.61307902,6.601998183,8.563736364,1.489345455,0.248683015,46.50317893,二林
20180315,N,,,,,,,,二林
20180316,D,8.519346049,7.440871935,5.215258856,5.63311535,1.169137148,0.166757493,31.74386921,二林
20180316,N,5.318982743,3.906630336,2.714441417,3.414856364,0.414889091,0.179291553,20.98092643,二林
20180317,D,5.33133515,3.478110808,2.005267938,4.750948229,0.712110808,0.288828338,23.2061762,二林
20180317,N,4.930426885,6.572388738,3.626702997,4.527749319,0.743996367,0.883015441,27.0208901,二林
20180318,D,11.13878292,8.074114441,6.256494096,4.72969119,0.722739328,2.776748411,38.73751135,二林
20180318,N,10.27211626,13.90808356,8.414168937,8.09893188,1.700563124,1.926067212,55.99455041,二林
20180319,D,9.124977293,4.2955495,4.247048138,5.930713896,1.222279746,0.039600363,29.83651226,二林
20180319,N,,,,,,,,二林
20180320,D,,,,,,,,二林
20180320,N,,,,,,,,二林
20180321,D,4.170390554,1.911898274,1.705903724,3.422383288,0.435769301,0.064850136,15.53133515,二林
20180321,N,3.503360581,1.117347866,1.354405086,3.255283636,0.574461818,0.077384196,13.16984559,二林
20180322,D,4.274477748,3.023069936,2.235603996,4.038837421,0.733367847,0.09137148,20.02724796,二林
20180322,N,5.919164396,7.517529519,4.463578565,8.502815622,1.509249773,0.287920073,37.23887375,二林
20180323,D,6.408900999,1.390009083,2.119527702,5.112317893,0.850281562,0.059400545,29.01907357,二林
20180323,N,4.918982743,4.032515895,2.529518619,10.42657766,1.636792007,0.169663942,38.14713896,二林
20180324,D,7.39400545,4.986012716,3.6835604,7.19550772,1.456107175,0.071752952,34.37783833,二林
20180324,N,8.956221617,9.962579473,6.54150772,11.21264364,1.489345455,1.153860127,51.18074478,二林
20180325,D,10.45031789,5.77311535,5.136421435,6.802252498,1.201022707,0.114441417,39.96366939,二林
20180325,N,11.71008174,14.38764759,8.729881926,12.64793824,1.668677566,1.165667575,61.67120799,二林
20180326,D,13.87792916,10.19055404,7.958946412,6.175169846,0.945938238,0.342960945,46.77565849,二林
20180326,N,9.358401453,8.662851953,6.106448683,5.920085377,1.052223433,0.344050863,39.00999092,二林
20180327,D,14.91171662,4.619981835,6.380563124,4.187636694,0.839653043,0.308446866,37.78383288,二林
20180327,N,11.2359673,8.415985468,6.878110808,5.053136364,1.319134545,0.599818347,44.50499546,二林
20180328,D,10.83723887,4.032152589,4.822343324,4.936116364,1.180838182,0.151861944,31.69845595,二林
20180328,N,9.199273388,8.538964578,6.159309718,5.606321818,1.670194545,0.361489555,38.69209809,二林
20180329,D,13.39891008,6.021253406,6.227792916,4.06009446,0.66959673,0.151135332,35.42234332,二林
20180329,N,10.16366939,10.08156222,7.248501362,6.733969091,1.499983636,1.107901907,42.9609446,二林
20180330,D,8.328610354,3.765122616,3.577838329,6.260198002,0.722739328,0.077384196,32.3342416,二林
20180330,N,5.786376022,6.257947321,3.520980926,5.707514986,1.275422343,0.191825613,28.33787466,二林
20180331,D,9.30626703,2.017983651,3.239237057,3.83689555,0.563311535,0.160036331,26.11262489,二林
20180331,N,11.08428701,5.070481381,5.461580381,5.069803815,0.786510445,1.93133515,36.23978202,二林
20180312,D,5.872504537,4.249546279,3.043647913,7.454795233,1.039614301,0.059165154,29.53720508,忠明
20180312,N,6.609528131,12.62059891,7.167967332,12.53102452,2.603987284,0.440018149,50.58983666,忠明
20180313,D,5.663809524,6.380952381,3.739047619,7.936083636,1.680832727,0.23047619,55.23809524,忠明
20180313,N,6.967146018,12.63506637,6.703650442,11.52131517,1.711191644,0.35,48.83849558,忠明
20180314,D,6.184196185,3.54986376,3.433787466,9.172412352,1.743077203,0.04386921,30.65395095,忠明
20180314,N,7.11671208,13.09836512,7.40208901,13.05182198,2.540216167,0.217983651,53.26975477,忠明
20180315,D,6.345413261,2.913442325,3.177475023,9.066127157,1.753705722,0.069300636,29.38237965,忠明
20180315,N,,,,,,,,忠明
20180316,D,5.912988193,1.589464124,2.577202543,4.723352727,1.968063636,0.045594914,21.57129882,忠明
20180316,N,5.045231608,2.122252498,2.339055404,3.755278182,0.638290909,0.029064487,17.39327884,忠明
20180317,D,4.044141689,1.672752044,1.413623978,4.733990909,0.638290909,0.075022707,18.39237057,忠明
20180317,N,5.171934605,6.400181653,3.402997275,7.524991826,1.562392371,0.278019982,32.28882834,忠明
20180318,D,8.380108992,4.10862852,2.865213442,7.095667273,0.989350909,0.094277929,30.29064487,忠明
20180318,N,8.661671208,7.115894641,5.336693915,9.555039055,1.434850136,0.52506812,41.23524069,忠明
20180319,D,8.73133515,0.791825613,3.435694823,7.461220708,1.12662307,0.044141689,27.97456857,忠明
20180319,N,,,,,,,,忠明
20180320,D,,,,,,,,忠明
20180320,N,,,,,,,,忠明
20180321,D,3.042506812,0.499364214,1.264668483,3.719981835,0.573940054,0.046230699,12.39782016,忠明
20180321,N,3.163760218,0.382470481,1.339872843,5.116965455,0.478718182,0.037511353,9.990917348,忠明
20180322,D,3.639327884,0.93106267,1.431970936,5.03186,0.765949091,0.025431426,15.80381471,忠明
20180322,N,5.174205268,4.044141689,2.928792007,10.54243818,1.914872727,0.072570391,31.33514986,忠明
20180323,D,4.941598547,1.010990009,1.661307902,6.063763636,0.893607273,0.036784741,25.34059946,忠明
20180323,N,4.615622162,2.099091735,1.937693006,9.172412352,1.945019074,0.173660309,31.42597639,忠明
20180324,D,6.391825613,1.372752044,2.455131698,7.737562216,1.243536785,0.067393279,28.97366031,忠明
20180324,N,7.504904632,3.559763851,3.858764759,8.726014532,1.498621253,0.070935513,34.78655767,忠明
20180325,D,8.306993642,1.622797457,3.406811989,8.364644868,1.041594914,0.246503179,32.78837421,忠明
20180325,N,10.8435059,8.091189827,6.861762035,8.237102634,1.296679382,0.208719346,43.59673025,忠明
20180326,D,10.71990909,2.635272727,4.680454545,6.574396364,1.191476364,0.033,36.68181818,忠明
20180326,N,8.859272727,3.921090909,4.271545455,6.446738182,1.159561818,0.065545455,33.27272727,忠明
20180327,D,11.5102634,1.131607629,4.439146231,7.758819255,1.392336058,0.034877384,31.0626703,忠明
20180327,N,11.82025431,5.393642144,6.10862852,7.148858182,1.351049091,0.103633061,40.37238874,忠明
20180328,D,9.438873751,0.88147139,3.442143506,5.516201635,0.775881926,0.028882834,24.52316076,忠明
20180328,N,9.121616712,8.674386921,6.501089918,6.191421818,1.180838182,0.479564033,43.4150772,忠明
20180329,D,14.32942779,2.052588556,5.159673025,6.600310627,0.956566757,0.04777475,34.33242507,忠明
20180329,N,9.796366939,11.66984559,7.828519528,8.492187103,1.498621253,0.381653043,51.58946412,忠明
20180330,D,8.111262489,1.578564941,2.946230699,7.493106267,0.988452316,0.115712988,27.88374205,忠明
20180330,N,5.174296094,3.965485922,2.527066303,7.308430909,1.329772727,0.056584923,25.38601272,忠明
20180331,D,8.951771117,0.941689373,2.955767484,6.776521818,0.914883636,0.045867393,28.70118074,忠明
20180331,N,9.858764759,4.656857402,4.114078111,6.414823636,0.787225455,0.128792007,34.92279746,忠明
20180312,D,6.812170754,10.55422343,5.607447775,6.792294333,1.13383181,0.254132607,36.42143506,斗六
20180312,N,8.275567666,16.31207993,8.298637602,8.1914,1.670194545,0.273024523,47.59309718,斗六
20180313,D,6.176021798,6.130426885,4.049409628,5.962599455,1.201022707,0.043415077,30.69936421,斗六
20180313,N,7.102633969,13.59000908,6.573841962,9.467981818,1.414878182,0.08773842,46.36693915,斗六
20180314,D,7.722434151,15.2804723,7.336784741,10.66040509,2.115075386,0.104995459,50.27247956,斗六
20180314,N,7.375658492,15.59836512,7.59346049,12.2871,1.797852727,0.207811081,55.67665758,斗六
20180315,D,7.551498638,10.77238874,6.126067212,8.959841962,2.795300636,0.213079019,44.59582198,斗六
20180315,N,2.649227975,2.633969119,1.665213442,4.861649091,1.085094545,0.376748411,,斗六
20180316,D,6.261398728,6.80417802,4.354223433,6.313340599,1.381707539,0.055767484,28.92824705,斗六
20180316,N,7.076909091,8.193454545,4.844181818,5.18671753,1.381707539,0.156909091,30.54545455,斗六
20180317,D,6.786909091,7.765818182,4.220181818,7.078594005,6.143284287,0.271636364,35.09090909,斗六
20180317,N,5.305177112,8.340054496,3.997456857,6.936094545,1.499983636,0.761489555,35.64940963,斗六
20180318,D,10.80290645,11.21852861,7.101725704,8.439044505,1.519878292,1.319709355,46.77565849,斗六
20180318,N,11.18673933,15.30572207,9.588555858,9.904147273,2.095721818,2.442325159,60.26339691,斗六
20180319,D,9.938419619,4.60236149,4.919164396,6.30271208,1.498621253,0.037057221,34.37783833,斗六
20180319,N,,,,,,,,斗六
20180320,D,,,,,,,,斗六
20180320,N,,,,,,,,斗六
20180321,D,3.654132607,1.728247048,1.790735695,4.974147139,2.072561308,0.148773842,15.07720254,斗六
20180321,N,3.735149864,2.593823797,2.171662125,5.691427273,1.031903636,0.070844687,18.84650318,斗六
20180322,D,4.380563124,3.740962761,2.352951862,5.537458674,1.169137148,0.057402361,24.4777475,斗六
20180322,N,5.746049046,9.371843778,4.951861944,8.949213442,1.668677566,0.201271571,37.92007266,斗六
20180323,D,4.483015441,0.944595822,1.54568574,4.974147139,1.243536785,0.084105359,25.9763851,斗六
20180323,N,4.396366939,1.548410536,1.568392371,6.695967302,1.243536785,0.415985468,26.24886467,斗六
20180324,D,6.601634877,1.759491371,2.47938238,6.164541326,1.381707539,0.183106267,29.01907357,斗六
20180324,N,8.361671208,7.598910082,5.257947321,8.77915713,1.732448683,0.190917348,40.05449591,斗六
20180325,D,9.935331517,2.036875568,4.223978202,6.377111717,1.466735695,0.254677566,31.47138965,斗六
20180325,N,11.61871026,10.28029064,7.483197094,7.248650318,1.57302089,0.25849228,44.6866485,斗六
20180326,D,11.56185286,4.729881926,5.338419619,6.015742053,1.456107175,0.367665758,38.78292461,斗六
20180326,N,11.01580381,12.59981835,8.134968211,7.116943636,1.627641818,0.747502271,47.72933697,斗六
20180327,D,13.62452316,5.534423252,6.659945504,5.324888283,1.700563124,0.117529519,41.64396004,斗六
20180327,N,10.43509091,7.495818182,6.549636364,7.659490909,1.765938182,0.238909091,44.22727273,斗六
20180328,D,11.54332425,4.310990009,5.54568574,5.40991644,1.381707539,0.553496821,33.15168029,斗六
20180328,N,10.4564941,12.98891916,7.907901907,6.031849091,1.574450909,0.212170754,48.41053588,斗六
20180329,D,12.8208901,6.819800182,6.78564941,5.378030881,1.34982198,0.08773842,42.41598547,斗六
20180329,N,11.41089918,12.28646685,8.114804723,5.680789091,1.531898182,0.521344233,45.54950045,斗六
20180330,D,9.765667575,1.646684832,4.04777475,5.590601272,1.232908265,0.082288828,28.70118074,斗六
20180330,N,9.965122616,8.706630336,6.469754768,7.223325455,1.627641818,0.062306994,39.46412352,斗六
20180331,D,10.61144414,2.66030881,4.399273388,6.036999092,1.371079019,0.252497729,33.06085377,斗六
20180331,N,10.45504087,4.513169846,4.881743869,5.521216364,1.031903636,0.475567666,31.88010899,斗六
20180312,D,9.780199818,7.938056312,8.061762035,52.27892589,6.948397072,8.94568574,136.9209809,麥寮
20180312,N,9.856545455,17.53527273,10.768,17.85701732,2.112120328,2.132545455,70.81818182,麥寮
20180313,D,7.79164396,13.34150772,6.979291553,6.929377737,1.569520073,0.089009991,49.90917348,麥寮
20180313,N,8.897272727,26.39563636,12.58418182,10.75261258,2.613482224,0.816181818,72.90909091,麥寮
20180314,D,7.910081744,16.91553134,8.519527702,9.577275547,1.964569343,0.176748411,54.54132607,麥寮
20180314,N,8.222161671,22.10081744,11.18165304,13.06865693,2.872114964,1.323887375,71.02633969,麥寮
20180315,D,7.799091735,15.57838329,7.908810173,9.267642336,1.996600365,0.359854678,55.63124432,麥寮
20180315,N,,,,,,,,麥寮
20180316,D,6.631636364,4.757090909,4.025818182,3.886430657,0.768744526,0.271636364,26.90909091,麥寮
20180316,N,5.237057221,3.347320618,2.489736603,3.288518248,0.779421533,0.409627611,21.02633969,麥寮
20180317,D,4.993454545,2.172545455,1.677636364,3.608828467,0.726036496,0.528181818,19.5,麥寮
20180317,N,5.325454545,3.852181818,3.471818182,3.074978102,0.683328467,2.525818182,25.31818182,麥寮
20180318,D,10.13345455,5.080181818,4.635272727,4.174709854,0.843483577,1.631090909,32.81818182,麥寮
20180318,N,9.78147139,14.23742053,9.005449591,5.941671832,2.026782133,1.636330609,55.22252498,麥寮
20180319,D,8.359673025,1.734786558,3.153133515,3.747629562,0.939576642,0.031789282,24.2506812,麥寮
20180319,N,,,,,,,,麥寮
20180320,D,,,,,,,,麥寮
20180320,N,,,,,,,,麥寮
20180321,D,3.550045413,0.94150772,1.225613079,2.389469462,0.77871103,0.0417802,12.62488647,麥寮
20180321,N,3.518619437,0.978746594,1.322434151,2.195457195,0.554193078,0.059400545,12.3524069,麥寮
20180322,D,3.861035422,1.003451408,1.299545867,3.562869644,0.725374658,0.077565849,16.30336058,麥寮
20180322,N,6.820526794,9.83760218,5.679019074,7.375030965,2.206114754,0.578928247,39.82742961,麥寮
20180323,D,6.222161671,1.343324251,1.907901907,6.395527372,1.121085766,0.167302452,29.06448683,麥寮
20180323,N,5.532970027,4.515894641,2.883015441,7.002016393,1.705209472,0.439963669,33.69663942,麥寮
20180324,D,8.237057221,4.242506812,4.019800182,5.594751825,1.420041971,0.053224342,32.92461399,麥寮
20180324,N,10.5640327,13.07593097,9.090099909,9.227192343,2.197458523,1.402179837,55.58583106,麥寮
20180325,D,10.93987284,4.056675749,5.120799273,4.847361314,1.238532847,0.055040872,36.10354223,麥寮
20180325,N,10.88290909,13.528,9.642909091,6.113785518,3.067618698,1.516181818,56.13636364,麥寮
20180326,D,12.1311535,6.996185286,6.546957312,4.922100365,1.366656934,0.218346957,40.91734787,麥寮
20180326,N,10.11,10.24254545,7.488363636,4.420281022,1.281240876,0.990363636,39.09090909,麥寮
20180327,D,13.41563636,2.699636364,5.336,3.010916058,0.928899635,0.265272727,34.04545455,麥寮
20180327,N,12.084,9.794545455,7.756363636,4.170904284,1.632092981,1.194727273,45.95454545,麥寮
20180328,D,12.25286104,2.585286104,4.964032698,2.615866788,0.832806569,0.120072661,28.01998183,麥寮
20180328,N,10.6270663,8.930245232,6.96893733,4.533591613,1.397412944,1.016167121,39.05540418,麥寮
20180329,D,11.09318801,1.876475931,4.145322434,3.256487226,0.67265146,0.054132607,27.42960945,麥寮
20180329,N,9.376930064,10.45504087,7.332606721,4.053564266,1.610758432,1.371117166,40.91734787,麥寮
20180330,D,10.30759138,8.142268041,5.974882849,7.37159887,1.156977401,0.387066542,40.34676664,麥寮
20180330,N,5.05849228,5.33969119,3.293188011,10.10190884,1.941443938,1.060853769,35.37693006,麥寮
20180331,D,8.933696639,2.176566757,3.214532243,3.181748175,0.79009854,0.31880109,25.34059946,麥寮
20180331,N,10.46466848,3.167302452,4.617801998,2.922833181,0.94938742,0.824886467,29.5640327,麥寮